stop_id,stop_name
307550,GREENE AV/WASHINGTON AV
307551,GREENE AV/GRAND AV
307552,GREENE AV/CLASSON AV
307553,FRANKLIN AV/GREENE AV
307572,GREENE AV/CLASSON AV
307573,GREENE AV/GRAND AV
307575,GREENE AV/VANDERBILT AV
307576,GREENE AV/ADELPHI ST
307577,GREENE AV/CUMBERLAND ST
307581,CHURCH AV/E 5 ST
307582,4 AV/95 ST
307585,53 ST/2 AV
307588,FLUSHING AV/NORTH PORTLAND AV
307591,FLATLANDS AV/SCHENECTADY AV
307593,4 AV/92 ST
307595,DEAN ST/3 AV
307596,GREENE AV/WASHINGTON AV
307599,ELDERT LN/LORING AV
307600,ASHFORD ST/STANLEY AV
307615,ROCKAWAY AV/LINDEN BLVD
307616,BEDFORD AV/N 3 ST
307618,50 ST/7 AV
307619,50 ST/13 AV
307623,CONEY ISLAND AV/PARK CIRCLE
307625,AVENUE N/E 5 ST
307626,OCEAN AV/AVENUE N
307627,LINDEN BLVD/AUTUMN AV
307628,ELDERT LN/LINDEN BLVD
307629,ELDERT LN/LORING AV
307631,FULTON ST/EASTERN PKWY
307632,NASSAU AV/VARICK ST
307636,FLATBUSH AV/AVENUE T
307637,BROADWAY/JEFFERSON ST
307638,CATON AV/SAINT PAULS PL
307639,OCEAN AV/CATON AV
307641,OCEAN AV/231 OCEAN AV
307642,OCEAN AV/LINCOLN RD
307643,OCEAN AV/LINCOLN RD
307644,OCEAN AV/OPP 231 OCEAN AV
307645,OCEAN AV/PARKSIDE AV
307646,FLATBUSH AV/OCEAN AV
307647,FORT HAMILTON PKWY/83 ST
307649,FOUNTAIN AV/FLATLANDS AV
307656,60 ST/12 AV
307665,FRANKLIN AV/LEFFERTS PL
307666,18 AV/57 ST
307668,UTICA AV/EASTERN PKWY
307669,SHORE PKWY/COYLE ST
307674,GATES AV/FRANKLIN AV
307675,GATES AV/BEDFORD AV
307676,GATES AV/NOSTRAND AV
307677,GATES AV/MARCY AV
307678,GATES AV/TOMPKINS AV
307679,GATES AV/THROOP AV
307680,GATES AV/MARCUS GARVEY BLVD
307681,GATES AV/LEWIS AV
307682,GATES AV/STUYVESANT AV
307683,GATES AV/MALCOLM X BLVD
307684,GATES AV/PATCHEN AV
307686,GATES AV/BROADWAY
307687,GATES AV/BUSHWICK AV
307688,GATES AV/EVERGREEN AV
307689,GATES AV/CENTRAL AV
307690,GATES AV/WILSON AV
307691,GATES AV/KNICKERBOCKER AV
307695,9 ST/2 AV
307696,SMITH ST/W 9 ST
307699,TILLARY ST/ADAMS ST
307702,60 ST/17 AV
307704,JAMAICA AV/MARGINAL ST EAST
307706,AVENUE J/OCEAN AV
307709,37 ST/4 AV
307712,BATH AV/14 AV
307713,STILLWELL AV/2670 STILLWELL AV
307728,MALCOLM X BLVD/HALSEY ST
307737,NOSTRAND AV/CHURCH AV
307738,CROPSEY AV/HARWAY AV
307739,KINGS HWY/W 10 ST
307742,KINGS HWY/E 16 ST
307775,E 68 ST/AVENUE N
307777,JAMAICA AV/ELDERT LN
307778,NEPTUNE AV/W 24 ST
307780,SHORE RD/83 ST
307784,4 AV/94 ST
307786,9 ST/SMITH ST
307789,AVENUE L/E 88 ST
307790,CHURCH AV/NEW YORK AV
307791,CHURCH AV/NEW YORK AV
307792,CHURCH AV/NOSTRAND AV
307793,CHURCH AV/NOSTRAND AV
307795,CHURCH AV/ROGERS AV
307798,DRIGGS AV/N 9 ST
307804,ROCKAWAY AV/EASTERN PKWY
307806,SHORE PKWY/BRAGG ST
307809,RODNEY ST/GRAND ST
307811,DEAN ST/TROY AV
307812,DEAN ST/SCHENECTADY AV
307813,DEAN ST/UTICA AV
307814,DEAN ST/ROCHESTER AV
307815,DEAN ST/FLATBUSH AV
307816,DEAN ST/CARLTON AV
307817,DEAN ST/VANDERBILT AV
307819,DEAN ST/CLASSON AV
307820,DEAN ST/NOSTRAND AV
307821,DEAN ST/NEW YORK AV
307822,DEAN ST/BROOKLYN AV
307823,DEAN ST/KINGSTON AV
307824,BERGEN ST/ALBANY AV
307825,BERGEN ST/KINGSTON AV
307826,BERGEN ST/BROOKLYN AV
307827,BERGEN ST/CLASSON AV
307828,BERGEN ST/WASHINGTON AV
307829,BERGEN ST/VANDERBILT AV
307831,VANDERBILT AV/MYRTLE AV
307832,AVENUE M/E 13 ST
307833,5 AV/5 ST
307835,WEST BRIGHTON AV/W 5 ST
307836,AVENUE U/OCEAN AV
307838,AVENUE M/E 15 ST
307839,FLATBUSH AV/E 31 ST
307848,CLASSON AV/GREENE AV
307851,MYRTLE AV/HARMAN ST
307853,FLATBUSH AV/PLAZA ST EAST
307854,EMMONS AV/BRIGHAM ST
307856,GRAND ST/METROPOLITAN AV BRIDGE
307859,JAMAICA AV/MILLER AV
307860,GRAND ST/LORIMER ST
307861,GRAND ST/GRAND ST BRIDGE
307893,COLUMBIA ST/CARROLL ST
307894,OCEAN AV/AVENUE U
307895,VETERANS AV/E 69 ST
307896,STANLEY AV/ELDERT LN
307897,VAN SINDEREN AV/FULTON ST
307901,GATES AV/RALPH AV
307902,MARCUS GARVEY BLVD/GATES AV
307904,CLASSON AV/GATES AV
307905,NOSTRAND AV/GATES AV
307908,SMITH ST/5 ST
307909,SMITH ST/2 ST
307910,SMITH ST/UNION ST
307911,SMITH ST/DOUGLASS ST
307912,MEEKER AV/MORGAN AV
307913,CHERRY ST/VANDERVOORT AV
307914,AVENUE D/NEW YORK AV
307915,WILLIAMSBURG BRIDGE PLAZA/LANE 4
307916,WILLIAMSBURG BRIDGE PLAZA/BUS TERMINAL
307918,BORINQUEN PL/S 1 ST
307919,WILLIAMSBURG BRIDGE PLAZA/LANE 4
307920,KINGS PLAZA/AVENUE U
307921,WILLIAMSBURG BRIDGE PLAZA/LANE 2
307922,FOUNTAIN AV/FLATLANDS AV
307923,SURF AV/W 21 ST
307925,PENNSYLVANIA AV/ATLANTIC AV
307926,FULTON ST/ALBANY AV
307927,FULTON ST/THOMAS S BOYLAND ST
307928,HALSEY ST/NOSTRAND AV
307935,METROTECH UNDERPASS/LAWRENCE ST
307936,7 AV/6 ST
307938,PROSPECT PARK SOUTHWEST/BARTEL PRITCHARD SQ
307939,W 33 ST/BAY VIEW AV
307941,SHORE RD/71 ST
307942,BRIGHTON BEACH AV/OCEAN PKWY
307943,NAVY ST/NASSAU ST
307945,AVENUE N/MCDONALD AV
307947,CHURCH AV/MCDONALD AV
307948,GATES AV/CLASSON AV
307951,CROPSEY AV/BAY 8 ST
307952,SURF AV/STILLWELL AV
307953,W 5 ST/WEST BRIGHTON AV
307954,E 98 ST/CHURCH AV
307956,CROPSEY AV/18 AV
307957,CROPSEY AV/BAY 25 ST
307958,SHORE RD/88 ST
307959,SHORE RD/79 ST
307960,SHORE RD/BAY RIDGE PKWY
307961,SHORE RD/72 ST
307963,WASHINGTON AV/SULLIVAN PL
307964,WASHINGTON AV/MONTGOMERY ST
307969,STANLEY AV/CRESCENT ST
307971,STANLEY AV/SHERIDAN AV
307975,STILLWELL AV/NEPTUNE AV
307977,FLUSHING AV/THORNTON ST
307983,KINGS HWY/BEDFORD AV
307984,EASTERN PKWY/UTICA AV
307986,KINGS HWY/TROY AV
307987,LEWIS AV/LAFAYETTE AV
307989,NEW LOTS AV/PENNSYLVANIA AV
307990,RALPH AV/EASTERN PKWY
307994,REMSEN AV/AVENUE A
307995,GOLD ST/SANDS ST
307996,GOLD ST/TILLARY ST
307998,GOLD ST/TILLARY ST
308002,KINGS HWY/E 26 ST
308003,GLENWOOD RD/E 98 ST
308004,GLENWOOD RD/ROCKAWAY PKWY
308006,STANLEY AV/AUTUMN AV
308008,GLENWOOD RD/WILLIAMS AV
308014,BATH AV/25 AV
308016,HALSEY ST/BUSHWICK AV
308017,STILLWELL AV/NEPTUNE AV
308021,STERLING PL/CLASSON AV
308023,TOMPKINS AV/PUTNAM AV
308025,WATER ST/MAIN ST
308028,1 AV/56 ST
308036,UTICA AV/FARRAGUT RD
308038,FORT HAMILTON PKWY/MARINE AV
308039,FORT HAMILTON PKWY/95 ST
308040,92 ST/FORT HAMILTON PKWY
308044,ROCKAWAY PKWY/GLENWOOD RD
308045,BRIGHTON BEACH AV/CONEY ISLAND AV
308046,GATES AV/BROADWAY
308047,FLATLANDS AV/E 77 ST
308048,KENT AV/HOOPER ST
308049,COLUMBIA ST/CONGRESS ST
308050,26 AV/SHORE PKWY SERVICE RD NORTH
308052,52 ST/3 AV
308053,AVENUE J/CONEY ISLAND AV
308054,BERGEN ST/GRAND AV
308055,MERMAID AV/W 15 ST
308056,DEAN ST/GRAND AV
308057,NOSTRAND AV/AVENUE L
308059,VANDERBILT AV/PLAZA ST EAST
308061,GRAND ARMY PLAZA/FLATBUSH AV
308062,GRAND ARMY PLAZA/FLATBUSH AV
308063,FORT HAMILTON PKWY/66 ST
308066,UTICA AV/ATLANTIC AV
308067,TOMPKINS AV/ELLERY ST
308068,QUENTIN RD/CONEY ISLAND AV
308069,PARKVILLE AV/MCDONALD AV
308070,FLATBUSH AV/GRAND ARMY PLAZA
308071,VANDERBILT AV/PLAZA ST EAST
308072,SURF AV/W 17 ST
308073,FRANKLIN AV/FULTON ST
308074,LINCOLN RD/FLATBUSH AV
308076,LINCOLN RD/FLATBUSH AV
308079,BAY PKWY/CROPSEY AV
308080,9 ST/2 AV
308081,9 ST/SMITH ST
308083,CHURCH AV/E 39 ST
308084,4 AV/39 ST
308085,TOMPKINS AV/DEKALB AV
308086,LINDEN BLVD/78 ST
308087,WAKEMAN PL/3 AV
308088,SHORE RD/BAY RIDGE AV
308089,SHORE RD/72 ST
308090,SHORE RD/BAY RIDGE PKWY
308091,SHORE RD/79 ST
308092,SHORE RD/83 ST
308096,CROPSEY AV/BAY 25 ST
308097,CROPSEY AV/18 AV
308099,8 AV/52 ST
308100,8 AV/44 ST
308101,8 AV/43 ST
308102,8 AV/55 ST
308103,GREENPOINT AV/FRANKLIN ST
308104,FORT HAMILTON PKWY/64 ST
308106,ROCKAWAY PKWY/TRUCKLEMANS LN
308107,WAKEMAN PL/RIDGE BLVD
308108,KINGS HWY/NEW YORK AV
308109,VAN BRUNT ST/HAMILTON AV
308112,VOORHIES AV/KNAPP ST
308114,FLATLANDS AV/E 103 ST
308116,RALPH AV/HERKIMER ST
308118,9 ST/7 AV
308119,9 ST/6 AV
308120,AVENUE Z/W 3 ST
308121,9 ST/3 AV
308122,NOSTRAND AV/AVENUE Y
308123,CONEY ISLAND AV/AVENUE Z
308128,NEPTUNE AV/SHORE BLVD
308129,NEPTUNE AV/BRIGHTON 10 ST
308130,5 AV/95 ST
308131,BERGEN ST/FLATBUSH AV
308136,KINGSTON AV/UNION ST
308152,AVENUE N/UTICA AV
308153,AVENUE N/E 48 ST
308154,AVENUE N/E 46 ST
308155,McDONALD AV/20 ST
308158,FLUSHING AV/ONDERDONK AV
308159,ORIENTAL BLVD/MACKENZIE ST
308160,FLATLANDS AV/GEORGIA AV
308161,JAMAICA AV/CYPRESS HILLS ST
308176,92 ST/7 AV
308177,FORT HAMILTON PKWY/90 ST
308178,FORT HAMILTON PKWY/90 ST
308179,3 AV/46 ST
308181,GRAND ST/GRAND ST BRIDGE
308182,SURF AV/W 19 ST
308183,86 ST/W 7 ST
308186,MANHATTAN AV/INDIA ST
308187,MANHATTAN AV/CLAY ST
308188,MANHATTAN AV/INDIA ST
308189,MANHATTAN AV/CLAY ST
308194,39 ST/1 AV
308195,KINGS HWY/W 7 ST
308198,GERRITSEN AV/FORD ST
308199,FORT HAMILTON PKWY/81 ST
308201,BAY RIDGE AV /10 AV
308203,LINDEN BLVD/DREW ST
308204,5 AV/9 ST
308205,THOMAS S BOYLAND ST/MACDONOUGH ST
308206,5 AV/7 ST
308207,5 AV/3 ST
308208,5 AV/GARFIELD PL
308209,5 AV/UNION ST
308210,5 AV/SAINT JOHNS PL
308211,5 AV/PROSPECT PL
308212,5 AV/WARREN ST
308213,5 AV/DOUGLASS ST
308214,5 AV/UNION ST
308215,5 AV/GARFIELD PL
308216,5 AV/3 ST
308217,5 AV/7 ST
308218,METROPOLITAN AV/STEWART AV
308219,BATH AV/15 AV
308220,BATH AV/17 AV
308222,BATH AV/21 AV
308223,BATH AV/24 AV
308224,BATH AV/23 AV
308225,BATH AV/21 AV
308226,BATH AV/19 AV
308227,BATH AV/17 AV
308228,BATH AV/15 AV
308229,DE KALB AV/BROADWAY
308230,E 98 ST/HEGEMAN AV
308239,4 AV/BAY RIDGE AV
308240,4 AV/SENATOR ST
308242,4 AV/63 ST
308245,4 AV/60 ST
308247,4 AV/65 ST
308248,4 AV/SENATOR ST
308254,3 AV/82 ST
308255,3 AV/72 ST
308257,3 AV/23 ST
308258,3 AV/15 ST
308259,3 AV/BALTIC ST
308260,3 AV/DEAN ST
308263,3 AV/3 ST
308266,3 AV/72 ST
308267,3 AV/80 ST
308268,3 AV/89 ST
308269,3 AV/95 ST
308270,CROPSEY AV/OPP V A HOSPITAL
308271,GRAND ST/UNION AV
308272,GRAND ST/UNION AV
308277,SMITH ST/LIVINGSTON ST
308278,W 17 ST/MERMAID AV
308280,3 AV/52 ST
308281,SHORE PKWY/SHEEPSHEAD BAY RD
308282,AVENUE Z/E 15 ST
308300,NEPTUNE AV/STILLWELL AV
308301,NEPTUNE AV/W 12 ST
308302,NEPTUNE AV/W 8 ST
308303,NEPTUNE AV/W 6 ST
308304,WEST BRIGHTON AV/W 2 ST
308305,NEPTUNE AV/W 5 ST
308306,NEPTUNE AV/W 6 ST
308307,NEPTUNE AV/SHELL RD
308308,NEPTUNE AV/W 12 ST
308311,E 98 ST/SUTTER AV
308312,MARCUS GARVEY BLVD/BROADWAY
308313,ROCKAWAY AV/HEGEMAN AV
308314,LINDEN BLVD/THOMAS BOYLAND ST
308315,LORING AV/DREW ST
308316,ELDERT LN/LORING AV
308322,NASSAU AV/VAN DAM ST
308323,ATLANTIC AV/3 AV
308324,5 AV/72 ST
308325,5 AV/63 ST
308326,5 AV/57 ST
308327,5 AV/54 ST
308328,5 AV/47 ST
308331,5 AV/21 ST
308332,5 AV/PROSPECT AV
308333,5 AV/14 ST
308334,5 AV/12 ST
308335,5 AV/21 ST
308336,5 AV/33 ST
308337,5 AV/45 ST
308338,5 AV/60 ST
308339,5 AV/63 ST
308340,5 AV/72 ST
308342,53 ST/1 AV
308343,FLUSHING AV/MARCY AV
308344,AVENUE L/REMSEN AV
308346,BEDFORD AV/CAMPUS RD NORTH
308348,FLATBUSH AV/CHURCH AV
308349,OCEAN AV/PARKSIDE AV
308351,ORIENTAL BLVD/HASTINGS ST
308354,NOSTRAND AV/PARK AV
308355,CROPSEY AV/BROOKLYN CAMPUS
308356,V A HOSPITAL/BAY 3
308357,POLY PL/7 AV
308358,V A HOSPITAL/BAY 1
308359,V A HOSPITAL/BAY 2
308360,NOSTRAND AV/FOSTER AV
308361,NOSTRAND AV/AVENUE V
308363,FLATLANDS AV/E 78 ST
308364,GREENPOINT AV/FRANKLIN ST
308365,BAY PKWY/83 ST
308366,FORT HAMILTON PKWY/64 ST
308367,60 ST/9 AV
308368,60 ST/9 AV
308369,FLATBUSH AV/CHURCH AV
308370,EUCLID AV/LINDEN BLVD
308371,EUCLID AV/BLAKE AV
308377,CRESCENT ST/ATLANTIC AV
308380,SEAVIEW AV/ERSKINE ST
308382,FORT HAMILTON PKWY/73 ST
308396,KENT AV/S 6 ST
308397,KENT AV/S 3 ST
308398,KENT AV/S 1 ST
308399,GRAND ST/WYTHE AV
308410,CROPSEY AV/HART PL
308411,CROPSEY AV/CANAL AV
308412,CROPSEY AV/BAY 52 ST
308413,CROPSEY AV/HART PL
308414,FLATLANDS AV/E 96 ST
308417,NEPTUNE AV/W 37 ST
308418,5 AV/89 ST
308419,5 AV/83 ST
308420,5 AV/77 ST
308421,5 AV/78 ST
308422,5 AV/84 ST
308423,5 AV/89 ST
308424,WILSON AV/GATES AV
308425,SAINT JOHNS PL/BROOKLYN AV
308426,MYRTLE AV/GATES AV
308435,NOSTRAND AV/FULTON ST
308438,BATH AV/BAY 20TH ST
308439,JAMAICA AV/HERKIMER ST
308442,MYRTLE AV/SPENCER ST
308443,NOSTRAND AV/MONTGOMERY ST
308444,ROEBLING ST/GRAND ST
308448,METROPOLITAN AV/N 5 ST
308449,CRESCENT ST/MCKINLEY AV
308450,CRESCENT ST/ATLANTIC AV
308451,AVENUE K/NOSTRAND AV
308452,STUART ST/FILLMORE AV
308455,WYTHE AV/S 3 ST
308456,WYTHE AV/S 5 ST
308457,WILSON AV/WOODBINE ST
308458,METROPOLITAN AV/ONDERDONK AV
308459,E 36 ST/AVENUE S
308472,JAY ST/MYRTLE PLAZA
308477,STILLWELL TERMINAL/BUS LOOP
308478,STILLWELL TERMINAL/BUS LOOP
308479,STILLWELL TERMINAL/BUS LOOP
308483,CHURCH AV/UTICA AV
308503,GRAND ST/BUSHWICK AV
308521,KINGS HWY/E 92 ST
308522,KINGS HWY/E 94 ST
308523,FLUSHING AV/JOHNSON AV
308528,ERSKINE ST/GATEWAY PLAZA
308535,MYRTLE AV/PRINCE ST
308537,18 AV/82 ST
308542,CONEY ISLAND AV/BRIGHTON BEACH AV
308543,ROCKAWAY PKWY/SKIDMORE AV
308544,DEAN ST/WASHINGTON AV
308546,REMSEN AV/LENOX RD
308547,SAINT JOHNS PL/FRANKLIN AV
308557,FLATBUSH AV/KINGS HWY
308561,BEARD ST/OTSEGO ST
308562,COLUMBIA ST/KANE ST
308563,COLUMBIA ST/WARREN ST
308564,COLUMBIA ST/BALTIC ST
308565,ROGERS AV/ALBERMARLE RD
308568,UTICA AV/DEAN ST
308569,NEW LOTS AV/WILLIAMS AV
308570,4 AV/DEAN ST
308571,BERGEN ST/4 AV
308572,4 AV/63 ST
308574,SEAVIEW AV/E 100 ST
308576,AVENUE J/E 15 ST
308577,BROADWAY/WYTHE AV
308579,ATLANTIC AV/WYONA ST
308582,WOODPOINT RD/CONSELYEA ST
308591,7 AV/79 ST
308592,WEST 20 ST/MERMAID AV
308594,WILLIAMSBURG ST W/KENT AV
308595,CROPSEY AV/BAY 31 ST
308596,GATES AV/WYCKOFF AV
308599,DIVISION AV/LEE AV
308600,HAVEMEYER ST/DIVISION AV
308601,ROEBLING ST/S 8 ST
308602,DIVISION AV/DRIGGS AV
308603,DIVISION AV/BERRY ST
308605,WYTHE AV/GRAND ST
308618,SURF AV/W 30 ST
308620,VAN BRUNT ST/KING ST
308621,BAY PKWY/W 8 ST
308622,WILSON AV/BLEECKER ST
308623,BEDFORD AV/N 12 ST
308624,MYRTLE AV/CLASSON AV
308626,FRONT ST/YORK ST
308638,MYRTLE AV/FLEET PL
308640,SHORE RD/4 AV
308641,FLATBUSH AV/PACIFIC ST
308644,87 ST/4 AV
308650,4 AV/65 ST
308651,HARWAY AV/BAY 50 ST
308652,GRAVESEND NECK RD/E 29 ST
308653,FLATLANDS AV/FOUNTAIN AV
308658,FLATLANDS AV/JEROME ST
308659,FLATLANDS AV/ELTON ST
308660,FLATLANDS AV/ESSEX ST
308664,VANDALIA AV/ERSKINE ST
308666,KENT AV/METROPOLITAN AV
308667,KENT AV/N 6 ST
308668,KENT AV/N 9 ST
308670,FRANKLIN ST/CALYER ST
308672,FRANKLIN ST/GREENPOINT AV
308673,FRANKLIN ST/INDIA ST
308674,GREEN ST/MANHATTAN AV
308675,FREEMAN ST/MANHATTAN AV
308677,FRANKLIN ST/GREENPOINT AV
308680,WYTHE AV/N 12 ST
308681,WYTHE AV/N 9 ST
308682,WYTHE AV/N 6 ST
308683,WYTHE AV/METROPOLITAN AV
308694,DREW ST/LINDEN BLVD
308695,ROGERS AV/STERLING ST
308697,ROGERS AV/LINCOLN PL
308699,KNAPP ST/SHORE PKWY
308700,EMMONS AV/HARING ST
308725,FULTON ST/ASHLAND PL
308726,CLINTON ST/LORRAINE ST
308727,MILL ST/CLINTON ST
308730,FRANKLIN ST/GREEN ST
308732,FRANKLIN ST/INDIA ST
308746,3 AV/10 ST
308747,3 AV/21 ST
308749,3 AV/61 ST
308759,GATEWAY PLAZA 2/BAY 2
308761,SEAVIEW AV/E 108 ST
308763,BROADWAY/EASTERN PKWY
308769,PENNSYLVANIA AV/SCHROEDERS AV
308771,BROADWAY/HALSEY ST
308777,UTICA AV/TILDEN AV
308781,SEAVIEW AV/E 105 ST
308782,CLARKSON AV/ROGERS AV
308783,PENNSYLVANIA AV/LIBERTY AV
308787,ATLANTIC AV/NEW JERSEY AV
308792,FLATBUSH AV/AVENUE T
308793,FLATBUSH AV/AVENUE T
308794,MALCOLM X BLVD/DE KALB AV
308800,UTICA AV/CHURCH AV
308802,UTICA AV/AVENUE N
308803,UTICA AV/AVENUE K
308804,UTICA AV/CHURCH AV
308805,UTICA AV/EMPIRE BLVD
308806,UTICA AV/UNION ST
308807,UTICA AV/FULTON ST
308808,MALCOLM X BLVD/HALSEY ST
308809,UTICA AV/AVENUE H
308813,MALCOLM X BLVD/GATES AV
308815,ALABAMA AV/FULTON ST
308820,NEW LOTS AV/CLEVELAND ST
308821,KINGS HWY/FRASER SQ
308822,KINGS HWY/FRASER SQ
308828,NAVY ST/SANDS ST
308829,SANDS ST/NAVY ST
308831,NEW LOTS AV/WARWICK ST
308832,MYRTLE AV/GRAND AV
308833,LINDEN BLVD SERVICE RD/FOUNTAIN AV
308835,SAINT JOHNS PL/RALPH AV
308845,LIVINGSTON ST/SMITH ST
308847,YORK ST/JAY ST
308850,KINGS HWY/NOSTRAND AV
308852,16 AV/ 42 ST
308853,NASSAU AV/MANHATTAN AV
308855,KINGS HWY/RYDER ST
308857,NOSTRAND AV/AVENUE R
308864,PENNSYLVANIA AV/VANDALIA AV
308865,PENNSYLVANIA AV/VANDALIA AV
308866,GLENWOOD RD/E 102 ST
308868,KINGS HWY/W 8 ST
308871,KINGS HWY/FLATBUSH AV
308876,PROSPECT ST/JAY ST
308878,5 AV/37 ST
308885,UTICA AV/AVENUE D
308886,VAN SICLEN AV/LINDEN BL
308887,CATON AV/OCEAN PKWY
308889,LINDEN BLVD/EUCLID AV
308890,AVENUE U/E 7 ST
308893,POSTAL FACILITY RD/AT FACILITY
308895,UTICA AV/WINTHROP ST
308903,ROCKAWAY PKWY/SUBWAY STATION
308910,FRANKLIN ST/CALYER ST
308911,N 14 ST/KENT AV
308918,GLENWOOD RD/E 104 ST
308924,EAST NEW YORK AV SOUTH/UTICA AV
308927,KINGS HWY/AVENUE H
308936,ALBANY AV/RUTLAND RD
308939,FLUSHING AV/NORTH ELLIOT PL
308950,EMPIRE BLVD/UTICA AV
308958,PARK AV/NAVY ST
308959,PACIFIC ST/SACKMAN ST
308963,FREEMAN ST/MCGUINNESS BLVD
308965,CRESCENT ST/MCKINLEY AV
308970,AVENUE U/W 8 ST
308973,58 ST/ 2 AV
309445,METROPOLITAN AV/HAVEMEYER ST
309446,METROPOLITAN AV/RODNEY ST
350218,LEE AV/TAYLOR ST
400070,TRINITY PL/RECTOR ST
400071,CHURCH ST/LIBERTY ST
400134,5 AV/W 44 ST
400191,MADISON AV/E 37 ST
400723,6 AV/WAVERLY PL
400910,CHURCH ST/CHAMBERS ST
400917,6 AV/SPRING ST
402128,W 23 ST/6 AV
402130,E 23 ST/BROADWAY
402132,E 23 ST/PARK AV SOUTH
402134,E 23 ST/3 AV
402143,E 23 ST/1 AV
402145,E 23 ST/3 AV
402227,E 57 ST/MADISON AV
403647,ALLEN ST/DELANCEY ST
403679,DELANCEY ST/ESSEX ST
403847,6 AV/WEST BROADWAY
404167,ALLEN ST/DELANCEY ST
404179,5 AV/W 52 ST
404181,5 AV/W 41 ST
404183,5 AV/W 30 ST
404184,BROADWAY/WAVERLY PL
404185,BROADWAY/THOMAS ST
404186,BROADWAY/MURRAY ST
404188,BROADWAY/CEDAR ST
404197,BROADWAY/E 13 ST
404225,BROADWAY/BARCLAY ST
404231,BROADWAY/EXCHANGE ALLEY
404295,MADISON AV/E 25 ST
404299,MADISON AV/E 48 ST
404833,E 23 ST/PARK AV SOUTH
404877,MADISON AV/E 29 ST
404878,MADISON AV/E 34 ST
404879,MADISON AV/E 42 ST
404890,CHURCH ST/PARK PL
404897,6 AV/ W 14 ST
404900,MADISON AV/E 25 ST
404903,MADISON AV/E 37 ST
404907,E 57 ST/MADISON AV
404914,BROADWAY/E 13 ST
404942,E 23 ST/BROADWAY
405049,5 AV/W 35 ST
405218,BROADWAY/WALKER ST
405277,BROADWAY/BROOME ST
405507,E 23 ST/1 AV
405557,6 AV/ W 13 ST
450075,CHURCH ST/DUANE ST
450106,MADISON AV/E 54 ST
450367,BATTERY PL/WASHINGTON ST
450372,hugh carey tunnel-non-public
501422,170 ST/JAMAICA AV
502145,JAMAICA AV/150 ST
502992,GRAND AV/QUEENS BLVD
503174,ARCHER AV/153 ST
503184,JAMAICA AV/146 ST
503237,METROPOLITAN AV/FOREST AV
503238,METROPOLITAN AV/ANDREWS AV
503258,GRAND AV/73 ST
503268,MYRTLE AV/85 AV
503378,JAMAICA AV/77 ST
503379,JAMAICA AV/80 ST
503381,JAMAICA AV/87 ST
503384,JAMAICA AV/WOODHAVEN BLVD
503385,JAMAICA AV/94 ST
503387,JAMAICA AV/98 ST
503389,JAMAICA AV/104 ST
503390,JAMAICA AV/107 ST
503392,JAMAICA AV/111 ST
503394,JAMAICA AV/115 ST
503396,JAMAICA AV/LEFFERTS BLVD
503397,JAMAICA AV/124 ST
503399,JAMAICA AV/130 ST
503402,JAMAICA AV/VAN WYCK EXPWY
503406,JAMAICA AV/170 ST
503415,JAMAICA AV/132 ST
503416,JAMAICA AV/130 ST
503418,JAMAICA AV/124 ST
503420,JAMAICA AV/LEFFERTS BLVD
503422,JAMAICA AV/115 ST
503424,JAMAICA AV/112 ST
503427,JAMAICA AV/108 ST
503429,JAMAICA AV/104 ST
503431,JAMAICA AV/98 ST
503434,JAMAICA AV/WOODHAVEN BLVD
503435,JAMAICA AV/WOODHAVEN BLVD WEST
503437,JAMAICA AV/88 ST
503439,JAMAICA AV/FOREST PKWY
503441,JAMAICA AV/78 ST
503453,FAIRVIEW AV/FOREST AV
503454,67 AV/60 ST
503455,67 AV/FRESH POND RD
503462,FRESH POND RD/60 RD
503466,FLUSHING AV/64 ST
503468,GRAND AV/66 ST
503470,GRAND AV/69 PL
503471,GRAND AV/71 ST
503472,GRAND AV/74 ST
503473,GRAND AV/79 ST
503475,GRAND AV/84 ST
503477,GRAND AV/VAN HORN ST
503522,GRAND AV/QUEENS BLVD
503523,GRAND AV/GOLDSMITH ST
503525,GRAND AV/CALAMUS AV
503527,GRAND AV/79 ST
503528,GRAND AV/74 ST
503529,GRAND AV/73 ST
503530,GRAND AV/72 ST
503531,GRAND AV/69 PL
503539,FRESH POND RD/59 DR
503541,FRESH POND RD/ELIOT AV
503591,132 ST/JAMAICA AV
503592,47 AV/48 ST
503593,48 ST/47 AV
503594,48 ST/47 ST
503614,JAMAICA AV/165 ST
503615,48 ST/48 AV
503626,48 ST/48 AV
503627,48 ST/50 AV
503628,48 ST/50 AV
503636,56 AV/QUEENS BLVD
503639,61 ST/75 AV
503640,61 ST/GRAND AV
503641,61 ST/ST FELIX AV
503642,62 ST/75 AV
503643,62 ST/MYRTLE AV
503645,ATLANTIC AV/100 ST
503646,ATLANTIC AV/100 ST
503649,ATLANTIC AV/104 ST
503650,ATLANTIC AV/104 ST
503652,ATLANTIC AV/108 ST
503653,ATLANTIC AV/108 ST
503654,ATLANTIC AV/111 ST
503655,ATLANTIC AV/111 ST
503656,ATLANTIC AV/114 ST
503657,ATLANTIC AV/114 ST
503662,ATLANTIC AV/124 ST
503665,ATLANTIC AV/130 ST
503666,ATLANTIC AV/130 ST
503668,ATLANTIC AV/134 ST
503678,ATLANTIC AV/76 ST
